event,time,Cost,Duration,Email,Platform,Workspace,Owner,Segments
Outbound SMS,1761969600,0.05284,,owner29@soloventure3.com,mobile,SoloVenture3,owner29@soloventure3.com,4
Outbound SMS,1761969600,0.011394,,user48b@growthcompany1.com,mobile,GrowthCompany1,owner48@growthcompany1.com,1
Outbound Calls,1762056000,0.966854,418.0 seconds,owner6@soloentrepreneur1.com,web,SoloEntrepreneur1,owner6@soloentrepreneur1.com,
Outbound Calls,1762056000,0.394639,354.0 seconds,owner9@soloventure1.com,klaviyo,SoloVenture1,owner9@soloventure1.com,
Outbound Calls,1762056000,1.137068,597.0 seconds,owner17@oneperson2.com,mobile,OnePerson2,owner17@oneperson2.com,
Outbound Calls,1762056000,1.569518,337.0 seconds,owner31@startupduo1.com,mobile,StartupDuo1,owner31@startupduo1.com,
Outbound Calls,1762056000,1.186234,509.0 seconds,user40a@threepersonteam1.com,web,ThreePersonTeam1,owner40@threepersonteam1.com,
Outbound Calls,1762056000,0.509458,356.0 seconds,user41a@trioventure1.com,web,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1762056000,0.401157,161.0 seconds,user49c@scalingbusiness1.com,mobile,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound SMS,1762056000,0.072012,,owner8@individualbiz1.com,monday,IndividualBiz1,owner8@individualbiz1.com,2
Outbound SMS,1762056000,0.041472,,owner15@selfemployed2.com,web,SelfEmployed2,owner15@selfemployed2.com,1
Outbound SMS,1762056000,0.032057,,owner31@startupduo1.com,mobile,StartupDuo1,owner31@startupduo1.com,3
Outbound SMS,1762056000,0.182729,,user46d@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,4
Outbound SMS,1762056000,0.088653,,user49b@scalingbusiness1.com,mobile,ScalingBusiness1,owner49@scalingbusiness1.com,4
Outbound Calls,1762146000,1.090869,387.0 seconds,owner34@partnershipbiz1.com,mobile,PartnershipBiz1,owner34@partnershipbiz1.com,
Outbound Calls,1762146000,1.464945,485.0 seconds,user39b@triostartup1.com,mobile,TrioStartup1,owner39@triostartup1.com,
Outbound Calls,1762146000,0.635764,312.0 seconds,owner40@threepersonteam1.com,mobile,ThreePersonTeam1,owner40@threepersonteam1.com,
Outbound Calls,1762146000,1.793988,563.0 seconds,user50c@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1762146000,0.025926,,owner15@selfemployed2.com,mobile,SelfEmployed2,owner15@selfemployed2.com,1
Outbound SMS,1762146000,0.053145,,user50e@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,2
Outbound Calls,1762232400,0.859437,562.0 seconds,owner3@independentsales1.com,freshsales,IndependentSales1,owner3@independentsales1.com,
Outbound Calls,1762232400,0.448738,105.0 seconds,owner7@oneperson1.com,mobile,OnePerson1,owner7@oneperson1.com,
Outbound Calls,1762232400,0.265297,149.0 seconds,owner33@twopersoncorp1.com,asana,TwoPersonCorp1,owner33@twopersoncorp1.com,
Outbound Calls,1762232400,0.442181,103.0 seconds,user43b@triostartup2.com,web,TrioStartup2,owner43@triostartup2.com,
Outbound Calls,1762232400,0.311414,123.0 seconds,user49a@scalingbusiness1.com,web,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound SMS,1762232400,0.17052,,owner25@selfemployed3.com,mobile,SelfEmployed3,owner25@selfemployed3.com,4
Outbound SMS,1762232400,0.181083,,owner38@twopersoncorp2.com,discord,TwoPersonCorp2,owner38@twopersoncorp2.com,4
Outbound SMS,1762232400,0.025546,,owner46@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,1
Outbound Calls,1762318800,0.674896,288.0 seconds,owner8@individualbiz1.com,monday,IndividualBiz1,owner8@individualbiz1.com,
Outbound Calls,1762318800,1.493718,497.0 seconds,owner19@soloventure2.com,asana,SoloVenture2,owner19@soloventure2.com,
Outbound Calls,1762318800,1.594972,354.0 seconds,owner20@freelancepro2.com,web,FreelancePro2,owner20@freelancepro2.com,
Outbound Calls,1762318800,0.107481,32.0 seconds,user40b@threepersonteam1.com,pipedrive,ThreePersonTeam1,owner40@threepersonteam1.com,
Outbound Calls,1762318800,1.332843,480.0 seconds,user41a@trioventure1.com,notion,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1762318800,0.60874,462.0 seconds,user46c@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1762318800,2.177381,476.0 seconds,user47b@expandingcorp1.com,mobile,ExpandingCorp1,owner47@expandingcorp1.com,
Outbound Calls,1762318800,1.644356,472.0 seconds,user49b@scalingbusiness1.com,mobile,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound SMS,1762318800,0.093329,,owner11@soloconsultant2.com,mobile,SoloConsultant2,owner11@soloconsultant2.com,4
Outbound SMS,1762318800,0.051436,,owner25@selfemployed3.com,mobile,SelfEmployed3,owner25@selfemployed3.com,2
Outbound SMS,1762318800,0.073067,,user41b@trioventure1.com,web,TrioVenture1,owner41@trioventure1.com,2
Outbound Calls,1762405200,0.969524,339.0 seconds,owner7@oneperson1.com,mobile,OnePerson1,owner7@oneperson1.com,
Outbound Calls,1762405200,1.517871,402.0 seconds,owner8@individualbiz1.com,web,IndividualBiz1,owner8@individualbiz1.com,
Outbound Calls,1762405200,1.658417,582.0 seconds,owner29@soloventure3.com,web,SoloVenture3,owner29@soloventure3.com,
Outbound Calls,1762405200,1.518805,439.0 seconds,owner30@freelancepro3.com,web,FreelancePro3,owner30@freelancepro3.com,
Outbound Calls,1762405200,1.468475,461.0 seconds,user33@twopersoncorp1.com,web,TwoPersonCorp1,owner33@twopersoncorp1.com,
Outbound Calls,1762405200,1.345532,564.0 seconds,owner36@startupduo2.com,web,StartupDuo2,owner36@startupduo2.com,
Outbound Calls,1762405200,0.299563,202.0 seconds,user41a@trioventure1.com,web,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1762405200,0.455626,271.0 seconds,owner46@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound SMS,1762405200,0.128868,,user38@twopersoncorp2.com,web,TwoPersonCorp2,owner38@twopersoncorp2.com,3
Outbound Calls,1762491600,0.7393,454.0 seconds,user38@twopersoncorp2.com,web,TwoPersonCorp2,owner38@twopersoncorp2.com,
Outbound Calls,1762491600,0.071441,57.0 seconds,owner41@trioventure1.com,mobile,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1762491600,0.146881,63.0 seconds,user50i@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1762491600,0.07565,,owner30@freelancepro3.com,mobile,FreelancePro3,owner30@freelancepro3.com,2
Outbound Calls,1762578000,0.374867,131.0 seconds,owner28@individualbiz3.com,salesmate,IndividualBiz3,owner28@individualbiz3.com,
Outbound Calls,1762578000,1.332719,471.0 seconds,user41a@trioventure1.com,web,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1762578000,0.21913,127.0 seconds,user42a@smallcorp1.com,close,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1762578000,0.087976,71.0 seconds,user45c@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1762578000,0.68483,299.0 seconds,user45c@growingstartup1.com,zapier,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1762578000,1.316148,395.0 seconds,owner46@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1762578000,0.84623,313.0 seconds,user49a@scalingbusiness1.com,web,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound Calls,1762578000,1.241939,437.0 seconds,owner50@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound Calls,1762578000,0.393945,193.0 seconds,user50i@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1762578000,0.110027,,owner6@soloentrepreneur1.com,slack,SoloEntrepreneur1,owner6@soloentrepreneur1.com,3
Outbound SMS,1762578000,0.014774,,user49d@scalingbusiness1.com,web,ScalingBusiness1,owner49@scalingbusiness1.com,1
Outbound Calls,1762664400,0.275381,167.0 seconds,owner20@freelancepro2.com,mobile,FreelancePro2,owner20@freelancepro2.com,
Outbound Calls,1762664400,0.268474,56.0 seconds,owner24@personalbrand3.com,web,PersonalBrand3,owner24@personalbrand3.com,
Outbound Calls,1762664400,0.521855,319.0 seconds,user34@partnershipbiz1.com,web,PartnershipBiz1,owner34@partnershipbiz1.com,
Outbound Calls,1762664400,0.613842,149.0 seconds,user36@startupduo2.com,web,StartupDuo2,owner36@startupduo2.com,
Outbound Calls,1762664400,0.22304,112.0 seconds,user37@smallteam2.com,intercom,SmallTeam2,owner37@smallteam2.com,
Outbound Calls,1762664400,0.199459,149.0 seconds,user47b@expandingcorp1.com,mobile,ExpandingCorp1,owner47@expandingcorp1.com,
Outbound Calls,1762664400,1.273498,542.0 seconds,user48a@growthcompany1.com,web,GrowthCompany1,owner48@growthcompany1.com,
Outbound Calls,1762664400,0.619963,375.0 seconds,user49e@scalingbusiness1.com,web,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound SMS,1762664400,0.058474,,user45d@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,2
Outbound Calls,1762750800,0.522135,397.0 seconds,owner1@soloconsultant1.com,web,SoloConsultant1,owner1@soloconsultant1.com,
Outbound Calls,1762750800,0.224577,63.0 seconds,owner20@freelancepro2.com,mobile,FreelancePro2,owner20@freelancepro2.com,
Outbound Calls,1762750800,0.953468,433.0 seconds,owner30@freelancepro3.com,web,FreelancePro3,owner30@freelancepro3.com,
Outbound Calls,1762750800,0.088322,35.0 seconds,user41b@trioventure1.com,salesforce,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1762750800,0.857151,437.0 seconds,user46a@mediumteam1.com,teams,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1762750800,1.014378,517.0 seconds,owner49@scalingbusiness1.com,hubspot,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound SMS,1762750800,0.043859,,user37@smallteam2.com,intercom,SmallTeam2,owner37@smallteam2.com,1
Outbound SMS,1762750800,0.090981,,owner47@expandingcorp1.com,web,ExpandingCorp1,owner47@expandingcorp1.com,2
Outbound SMS,1762750800,0.031377,,user49e@scalingbusiness1.com,mobile,ScalingBusiness1,owner49@scalingbusiness1.com,1
Outbound SMS,1762750800,0.073558,,user50e@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,4
Outbound Calls,1762837200,0.502884,109.0 seconds,owner14@personalbrand2.com,engagebay,PersonalBrand2,owner14@personalbrand2.com,
Outbound Calls,1762837200,0.439611,205.0 seconds,owner22@freelanceexpert3.com,web,FreelanceExpert3,owner22@freelanceexpert3.com,
Outbound Calls,1762837200,1.600201,428.0 seconds,owner33@twopersoncorp1.com,asana,TwoPersonCorp1,owner33@twopersoncorp1.com,
Outbound Calls,1762837200,1.989336,544.0 seconds,user50f@largerteam1.com,activecampaign,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1762837200,0.036444,,user31@startupduo1.com,zoho,StartupDuo1,owner31@startupduo1.com,3
Outbound SMS,1762837200,0.016704,,owner48@growthcompany1.com,web,GrowthCompany1,owner48@growthcompany1.com,1
Outbound Calls,1762923600,0.498192,442.0 seconds,owner1@soloconsultant1.com,web,SoloConsultant1,owner1@soloconsultant1.com,
Outbound Calls,1762923600,0.466319,264.0 seconds,owner3@independentsales1.com,freshsales,IndependentSales1,owner3@independentsales1.com,
Outbound Calls,1762923600,1.365847,312.0 seconds,owner20@freelancepro2.com,web,FreelancePro2,owner20@freelancepro2.com,
Outbound Calls,1762923600,1.139761,278.0 seconds,owner23@independentsales3.com,web,IndependentSales3,owner23@independentsales3.com,
Outbound Calls,1762923600,1.198648,503.0 seconds,user41a@trioventure1.com,notion,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1762923600,0.211389,116.0 seconds,owner42@smallcorp1.com,activecampaign,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1762923600,1.223846,326.0 seconds,user46a@mediumteam1.com,teams,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1762923600,0.946047,491.0 seconds,user46f@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1762923600,0.370305,217.0 seconds,user48c@growthcompany1.com,mobile,GrowthCompany1,owner48@growthcompany1.com,
Outbound Calls,1762923600,1.356145,475.0 seconds,user49a@scalingbusiness1.com,web,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound SMS,1762923600,0.134703,,owner8@individualbiz1.com,monday,IndividualBiz1,owner8@individualbiz1.com,4
Outbound SMS,1762923600,0.035936,,user47a@expandingcorp1.com,web,ExpandingCorp1,owner47@expandingcorp1.com,1
Outbound Calls,1763010000,0.605369,458.0 seconds,owner11@soloconsultant2.com,mobile,SoloConsultant2,owner11@soloconsultant2.com,
Outbound Calls,1763010000,1.104669,433.0 seconds,owner32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1763010000,0.174726,112.0 seconds,user34@partnershipbiz1.com,front,PartnershipBiz1,owner34@partnershipbiz1.com,
Outbound Calls,1763010000,0.702256,338.0 seconds,user39a@triostartup1.com,mobile,TrioStartup1,owner39@triostartup1.com,
Outbound Calls,1763010000,0.067496,21.0 seconds,user42a@smallcorp1.com,mobile,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1763010000,0.035221,16.0 seconds,user45d@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1763010000,0.715369,325.0 seconds,user46d@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1763010000,2.350818,518.0 seconds,user50f@largerteam1.com,activecampaign,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1763010000,0.047664,,owner4@personalbrand1.com,monday,PersonalBrand1,owner4@personalbrand1.com,1
Outbound SMS,1763010000,0.081518,,owner29@soloventure3.com,mobile,SoloVenture3,owner29@soloventure3.com,2
Outbound SMS,1763010000,0.061319,,owner36@startupduo2.com,web,StartupDuo2,owner36@startupduo2.com,3
Outbound SMS,1763010000,0.070314,,user45c@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,4
Outbound SMS,1763010000,0.097141,,user50a@largerteam1.com,asana,LargerTeam1,owner50@largerteam1.com,2
Outbound Calls,1763096400,0.102206,63.0 seconds,owner18@individualbiz2.com,pipedrive,IndividualBiz2,owner18@individualbiz2.com,
Outbound Calls,1763096400,0.142745,54.0 seconds,owner20@freelancepro2.com,mobile,FreelancePro2,owner20@freelancepro2.com,
Outbound Calls,1763096400,0.690947,141.0 seconds,owner25@selfemployed3.com,web,SelfEmployed3,owner25@selfemployed3.com,
Outbound Calls,1763096400,0.123438,105.0 seconds,owner36@startupduo2.com,mobile,StartupDuo2,owner36@startupduo2.com,
Outbound Calls,1763096400,0.901679,322.0 seconds,owner46@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound SMS,1763096400,0.141358,,user40a@threepersonteam1.com,freshsales,ThreePersonTeam1,owner40@threepersonteam1.com,4
Outbound SMS,1763096400,0.159894,,user46c@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,4
Outbound Calls,1763182800,1.125725,256.0 seconds,owner30@freelancepro3.com,insightly,FreelancePro3,owner30@freelancepro3.com,
Outbound Calls,1763182800,0.18651,50.0 seconds,owner42@smallcorp1.com,front,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1763182800,0.546593,147.0 seconds,user42a@smallcorp1.com,mobile,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1763182800,1.093546,412.0 seconds,user46b@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1763182800,1.369371,499.0 seconds,user48c@growthcompany1.com,mobile,GrowthCompany1,owner48@growthcompany1.com,
Outbound Calls,1763182800,0.283245,125.0 seconds,user50f@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1763182800,0.159377,,user45c@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,4
Outbound SMS,1763182800,0.14022,,owner47@expandingcorp1.com,teams,ExpandingCorp1,owner47@expandingcorp1.com,3
Outbound Calls,1763269200,0.302163,62.0 seconds,owner17@oneperson2.com,monday,OnePerson2,owner17@oneperson2.com,
Outbound Calls,1763269200,1.719852,359.0 seconds,owner20@freelancepro2.com,web,FreelancePro2,owner20@freelancepro2.com,
Outbound Calls,1763269200,0.302059,174.0 seconds,user42a@smallcorp1.com,close,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1763269200,0.315571,269.0 seconds,user50a@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound Calls,1763269200,0.344634,77.0 seconds,user50e@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1763269200,0.09623,,owner12@freelanceexpert2.com,mobile,FreelanceExpert2,owner12@freelanceexpert2.com,3
Outbound SMS,1763269200,0.176736,,user36@startupduo2.com,web,StartupDuo2,owner36@startupduo2.com,4
Outbound SMS,1763269200,0.026752,,user50g@largerteam1.com,airtable,LargerTeam1,owner50@largerteam1.com,2
Outbound Calls,1763355600,0.070247,49.0 seconds,owner6@soloentrepreneur1.com,mobile,SoloEntrepreneur1,owner6@soloentrepreneur1.com,
Outbound Calls,1763355600,0.556593,133.0 seconds,owner9@soloventure1.com,mobile,SoloVenture1,owner9@soloventure1.com,
Outbound Calls,1763355600,0.190811,39.0 seconds,owner12@freelanceexpert2.com,web,FreelanceExpert2,owner12@freelanceexpert2.com,
Outbound Calls,1763355600,0.640909,580.0 seconds,owner17@oneperson2.com,monday,OnePerson2,owner17@oneperson2.com,
Outbound Calls,1763355600,0.274685,100.0 seconds,owner19@soloventure2.com,mobile,SoloVenture2,owner19@soloventure2.com,
Outbound Calls,1763355600,1.664488,500.0 seconds,user32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1763355600,1.302819,461.0 seconds,user34@partnershipbiz1.com,web,PartnershipBiz1,owner34@partnershipbiz1.com,
Outbound Calls,1763355600,0.914008,466.0 seconds,owner42@smallcorp1.com,mobile,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1763355600,1.588812,503.0 seconds,owner45@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1763355600,1.203768,293.0 seconds,user48b@growthcompany1.com,web,GrowthCompany1,owner48@growthcompany1.com,
Outbound SMS,1763355600,0.070196,,owner1@soloconsultant1.com,web,SoloConsultant1,owner1@soloconsultant1.com,2
Outbound SMS,1763355600,0.08482,,owner13@independentsales2.com,mobile,IndependentSales2,owner13@independentsales2.com,3
Outbound SMS,1763355600,0.053556,,owner23@independentsales3.com,freshsales,IndependentSales3,owner23@independentsales3.com,3
Outbound SMS,1763355600,0.040936,,user38@twopersoncorp2.com,mobile,TwoPersonCorp2,owner38@twopersoncorp2.com,3
Outbound SMS,1763355600,0.019193,,owner43@triostartup2.com,mobile,TrioStartup2,owner43@triostartup2.com,1
Outbound SMS,1763355600,0.087938,,owner45@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,4
Outbound Calls,1763442000,0.64347,460.0 seconds,owner13@independentsales2.com,web,IndependentSales2,owner13@independentsales2.com,
Outbound Calls,1763442000,0.683724,587.0 seconds,owner24@personalbrand3.com,mobile,PersonalBrand3,owner24@personalbrand3.com,
Outbound Calls,1763442000,0.724166,474.0 seconds,owner29@soloventure3.com,web,SoloVenture3,owner29@soloventure3.com,
Outbound Calls,1763442000,1.835229,595.0 seconds,owner32@smallteam1.com,web,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1763442000,1.30918,293.0 seconds,user33@twopersoncorp1.com,web,TwoPersonCorp1,owner33@twopersoncorp1.com,
Outbound Calls,1763442000,1.518882,404.0 seconds,owner41@trioventure1.com,mobile,TrioVenture1,owner41@trioventure1.com,
